"d8_1","d8_2","d8_3","d9","d10","d11","d14","d181","estred13","d16","d260","d20","d21_1","d21_4_1","d21_11","d21_12","d21_13","d21_14_1","d21_15_1","d21_15_4","d21_18","d21_18_1","d21_19","d21_19_1","d23","d24","d25","h171_2","ht2","ht9","YHOG","YSVL","e27","e45_1","e45_2","e45_3","e46","e51_4","e210_1","e51_5","e210_2","e212","e215","e218"
2,0,0,5,3,1,1,1,10,2,3,3,1,0,1,2,1,3,2,1,1,2,1,1,5,1,6,0,2,1,4064,180873.333333333,51,2,1,2,2,3,1,0,0,3,0,0
2,0,3000,3,2,3,1,2,9,2,6,3,2,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,0,2,3926,28331,76,1,2,2,2,0,0,0,0,3,0,0
1,25000,30000,4,3,1,2,1,6,1,5,3,1,0,2,2,1,1,0,0,2,0,2,0,2,2,4,0,2,0,4064,132228,1,2,2,1,1,0,0,0,0,0,0,0
4,0,12000,3,2,1,1,2,2,2,3,3,1,0,2,2,1,1,2,1,1,1,2,0,2,2,4,0,2,0,4576,89200,38,2,1,2,2,3,1,3,1,3,2,3
2,0,10000,3,1,1,1,2,3,1,3,3,1,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,2197,35197,82,2,1,2,2,3,1,3,1,3,3,3
2,0,9500,3,3,1,1,2,8,1,6,3,1,2,2,2,2,0,0,0,2,0,1,1,2,0,2,0,1,2,1963,13843,49,1,2,2,2,3,1,0,0,3,0,0
8,0,6000,3,1,1,1,2,7,2,6,3,2,0,1,2,1,1,0,0,1,1,2,0,2,1,3,0,2,0,5543,58047,26,2,1,2,2,3,1,1,1,2,0,0
2,0,12000,3,2,1,1,2,7,1,3,3,2,0,1,2,1,0,2,1,1,1,2,0,2,1,3,0,2,1,6081,64081,68,2,1,2,2,0,0,0,0,3,0,0
2,0,8000,2,2,1,1,2,6,2,5,3,1,1,2,2,2,0,1,0,2,0,2,0,3,1,4,0,2,1,6794.5,32694.5,80,2,1,2,2,0,0,0,0,3,0,0
1,6000,12000,4,3,1,1,2,9,1,1,3,1,0,1,2,1,1,0,0,2,0,1,1,2,0,2,0,1,0,0,56532,26,1,2,2,2,2,1,0,0,3,0,0
1,15000,16000,7,3,1,1,2,3,1,5,3,1,0,2,2,1,2,1,2,1,1,2,0,2,1,3,0,1,0,2197,126591,6,2,1,2,1,0,0,0,0,0,0,0
2,0,17000,5,3,1,1,2,4,1,1,3,1,0,2,2,1,4,2,1,2,0,2,0,7,0,7,0,2,4,4428,134856,56,2,1,2,2,3,1,3,1,3,3,3
5,0,17000,3,2,1,1,2,9,1,3,3,1,0,2,2,1,2,1,1,1,1,2,0,3,1,4,0,3,0,4064,94096,21,1,2,2,2,3,1,2,1,3,0,0
1,8500,12500,4,2,1,1,2,3,1,5,3,1,0,2,2,1,0,2,1,2,0,2,0,2,1,3,0,1,0,2118,88354,38,2,1,2,2,3,1,3,1,3,3,3
8,0,15000,5,4,1,1,2,3,1,6,3,2,4,2,2,2,0,1,0,2,0,2,0,5,4,9,0,7,1,6642,52970,49,2,1,2,2,3,1,1,1,2,0,0
4,0,5000,5,4,1,1,2,1,3,1,3,2,3,2,2,2,0,1,0,2,0,1,1,2,4,6,0,2,0,16931.5,63031.5,2,1,2,2,2,0,0,0,0,0,0,0
1,8900,15000,5,4,3,1,2,9,1,3,3,1,0,2,2,1,1,2,1,2,0,1,1,5,0,5,0,3,3,4064,76064,20,1,2,2,1,3,1,3,1,3,1,1
4,0,7000,3,2,1,1,2,3,2,5,3,1,0,2,2,2,0,1,0,2,0,2,0,2,2,4,0,2,0,6642,33856,3,2,1,2,2,0,0,0,0,0,0,0
2,0,17000,3,1,1,1,2,4,1,3,3,1,0,2,2,2,0,2,0,2,0,2,0,1,0,1,0,1,1,2180,30180,78,2,1,2,2,3,2,3,2,3,2,3
5,0,17200,3,2,1,1,2,4,1,3,3,1,0,2,2,1,1,1,1,1,1,2,0,2,2,4,0,1,0,4360,95720,34,2,1,2,2,3,1,3,1,3,2,3
5,0,14000,4,2,1,1,2,7,1,3,3,1,0,2,2,1,1,2,2,1,1,1,3,4,0,4,0,2,0,0,114623,58,1,2,2,2,3,1,1,1,3,0,0
8,0,7000,4,2,1,1,2,8,2,5,3,1,0,2,2,1,0,0,0,1,1,2,0,4,1,5,0,2,2,6096,72160,51,2,1,2,2,0,0,0,0,3,0,0
2,0,28000,3,2,1,1,2,3,1,1,3,1,0,2,2,1,1,1,1,1,1,2,0,3,1,4,0,3,2,6813,65150.6666666667,15,2,1,2,1,3,1,9,1,3,0,0
2,0,20000,3,2,1,1,2,3,1,5,5,1,0,2,2,1,0,2,1,2,0,2,0,2,0,2,0,1,2,4542,46342,86,2,1,2,1,0,0,0,0,3,0,0
8,0,9000,6,4,1,1,2,7,1,1,3,2,2,2,2,2,0,1,0,1,1,2,0,1,3,4,0,2,0,10286.5,19186.5,12,1,2,2,2,0,0,0,0,0,0,0
2,0,18000,3,1,1,1,2,6,2,5,3,2,1,2,2,1,0,0,0,2,0,2,0,2,0,2,0,1,2,10642,36442,56,2,1,2,2,3,1,0,0,3,0,0
2,0,18000,3,1,1,1,2,11,1,5,3,1,1,1,2,1,2,2,1,1,2,2,0,2,0,2,0,1,1,86963,197926,66,2,1,2,2,3,1,3,1,3,2,3
6,0,0,3,2,3,1,2,8,2,5,3,1,0,2,2,2,0,1,0,1,1,1,1,4,0,4,0,3,3,4054,46935,47,2,1,2,2,0,0,0,0,3,0,0
2,0,8000,3,2,1,1,2,7,1,5,3,1,0,2,2,2,0,2,1,1,1,2,0,2,0,2,0,1,2,3902,38602,57,2,1,2,2,3,1,1,1,3,0,0
2,0,12000,3,2,1,1,2,8,1,5,3,1,0,1,2,1,0,1,0,2,0,1,2,3,2,5,0,1,1,5853,73005,17,2,1,2,2,3,1,1,1,3,0,0
2,0,8000,4,3,1,1,2,2,2,3,3,1,2,2,2,1,0,1,0,2,0,2,0,4,2,6,0,5,1,11068,41639,3,1,2,2,1,0,0,0,0,0,0,0
2,0,15000,4,2,1,1,2,11,2,4,3,1,0,2,2,2,0,0,0,2,0,1,1,4,2,6,0,3,0,11645,26145,65,1,2,2,2,0,0,0,0,3,0,0
8,0,6000,4,2,1,1,2,7,1,5,3,2,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,2,4064,49064,52,2,2,2,2,3,1,3,1,3,3,3
6,0,0,7,5,3,1,2,9,2,5,5,1,1,2,2,1,1,1,0,1,2,1,5,7,5,12,0,5,1,26266,202038,8,2,1,2,2,0,0,0,0,0,0,0
2,0,8000,3,2,1,1,2,3,1,5,3,2,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,0,0,15000,54,2,2,2,2,0,0,0,0,3,0,0
2,0,18000,5,3,1,2,2,3,1,5,3,1,2,2,2,1,1,2,1,1,1,2,0,4,0,4,0,2,2,2271,124513,63,2,1,2,1,3,1,1,1,2,0,0
2,0,25000,5,3,1,2,2,6,2,3,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,2,3926,83926,78,2,1,2,1,0,0,0,0,3,0,0
1,20000,25000,7,4,1,3,2,10,1,5,3,1,0,2,2,1,0,2,1,1,1,2,0,4,0,4,0,4,1,1963,195699,88,2,1,2,2,3,1,0,0,3,0,0
5,0,5000,2,1,1,1,2,8,2,1,3,2,2,2,2,1,0,0,0,2,0,2,0,2,1,3,0,1,0,4321.5,29339.5,30,1,2,2,2,0,0,0,0,3,0,0
5,0,6000,3,2,1,1,2,2,1,3,3,1,0,2,2,1,0,1,0,2,0,2,0,2,2,4,1,3,0,22697.3333333333,74985.3333333333,42,2,1,2,2,3,1,0,0,3,0,0
8,0,9500,5,4,1,1,2,9,1,6,3,1,2,2,2,2,0,1,0,2,0,1,2,4,2,6,0,4,0,6353.5,45157.5,5,1,2,2,2,0,0,0,0,0,0,0
8,0,10000,3,2,1,1,2,2,2,6,3,2,1,2,2,2,0,0,0,2,0,2,0,2,3,5,0,2,1,6256.5,24656.5,25,1,2,2,2,0,0,0,0,3,0,0
8,0,5000,2,1,1,1,2,11,1,5,3,2,1,2,2,2,0,1,0,1,1,1,1,2,1,3,0,1,1,5889,62900,24,1,2,2,2,0,0,0,0,3,0,0
2,0,12000,3,2,1,1,2,8,1,1,3,1,0,2,2,1,3,0,0,1,1,1,2,4,0,4,0,2,0,0,117304,18,2,1,2,2,3,1,1,1,3,0,0
2,0,14000,2,2,1,1,2,3,1,3,3,1,0,2,2,1,1,1,1,2,0,2,0,2,2,4,0,4,1,6813,52984,66,2,1,2,1,3,1,3,1,3,3,2
2,0,15000,2,1,1,1,2,2,1,1,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,1,2288,36476,53,2,1,2,2,3,1,2,1,3,0,0
9,0,10000,3,1,1,1,2,6,2,6,3,1,1,2,2,2,0,0,0,2,0,1,1,2,0,2,0,1,1,1000,9500,62,1,2,2,2,0,0,0,0,3,0,0
2,0,7000,4,2,1,1,2,6,2,5,3,2,0,2,2,1,0,1,0,2,0,2,0,3,1,4,0,3,1,5517,68043,59,1,2,2,2,0,0,0,0,3,0,0
2,0,30000,6,2,1,3,1,5,1,1,2,1,0,2,2,1,1,2,1,2,0,2,0,2,0,2,0,1,2,21208.6666666667,44708.6666666667,90,2,1,2,1,3,1,3,1,3,3,2
4,0,10000,2,1,1,1,2,10,1,5,3,1,0,2,2,2,1,1,0,1,1,1,2,2,1,3,0,1,0,1951,49328,29,2,1,2,2,3,1,3,1,3,3,3
2,0,35000,4,2,1,3,1,5,1,2,2,2,0,2,2,1,0,2,2,1,1,2,0,2,0,2,0,1,1,31262,260524,61,2,1,2,1,3,1,3,1,3,3,2
5,0,7500,2,2,1,1,2,6,2,3,3,2,2,2,2,2,0,0,0,2,0,2,0,3,0,3,0,1,0,0,37065,19,1,2,2,2,1,1,0,0,3,0,0
8,0,5000,3,1,1,1,2,6,2,6,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,0,0,8200,64,1,2,2,2,0,0,0,0,3,0,0
4,0,9000,5,3,1,1,2,1,2,1,3,1,1,1,2,2,2,1,1,1,1,2,0,4,1,5,0,1,1,4360,40645,43,2,1,2,2,0,0,0,0,3,0,0
2,0,0,4,3,3,1,2,7,2,5,3,2,2,2,2,2,0,1,0,1,1,1,1,4,3,7,0,5,3,17986.5,61548.5,0,2,1,2,2,0,0,0,0,0,0,0
2,0,14000,3,2,1,1,2,6,2,5,3,1,0,2,2,1,1,1,0,1,1,1,1,3,1,4,0,2,0,10210.5,58523.5,37,2,1,2,2,3,1,0,0,3,0,0
2,0,14000,2,1,1,1,2,2,1,1,3,2,0,2,2,2,0,0,0,2,0,2,0,5,0,5,0,2,4,6864,65152,20,1,2,2,2,3,1,9,1,3,0,0
8,0,13000,2,1,1,1,2,3,1,3,3,1,0,1,2,1,0,2,1,1,1,1,1,2,1,3,0,1,0,2189,59567,0,2,1,2,1,0,0,0,0,0,0,0
8,0,9000,4,2,1,1,2,9,1,5,3,1,0,2,2,2,1,1,0,2,0,1,1,4,0,4,0,1,1,3926,73607,23,1,2,2,2,3,1,2,1,3,0,0
2,0,10000,4,2,1,1,2,12,1,1,3,1,0,2,2,1,2,1,1,1,1,1,1,3,0,3,0,2,1,3902,38753,42,2,1,2,2,2,1,0,0,3,0,0
2,0,12000,4,3,1,1,2,9,1,5,3,1,0,1,2,2,1,1,0,1,1,1,1,5,0,5,0,3,3,4054,60081,27,1,2,2,2,3,1,3,1,3,2,3
5,0,19000,3,2,1,1,2,3,1,3,3,1,0,2,2,1,0,2,2,2,0,2,0,2,0,2,0,1,0,0,102940,35,2,1,2,1,3,1,3,1,3,3,1
2,0,7500,3,3,1,1,2,8,2,5,3,1,2,2,2,2,0,1,0,2,0,2,0,5,1,6,0,2,3,5853,79032,18,1,2,2,2,3,1,1,1,3,0,0
2,0,12000,4,2,1,1,2,9,1,3,3,1,0,2,2,1,0,2,0,2,0,1,1,2,0,2,0,1,2,6410,61410,69,1,2,2,2,3,1,0,0,3,0,0
5,0,2000,2,2,1,1,2,1,1,1,3,1,0,2,2,1,0,1,0,2,0,1,1,2,3,5,1,2,0,19205.3333333333,61355.3333333333,5,2,1,2,2,0,0,0,0,0,0,0
2,0,7000,3,1,1,1,1,8,2,5,3,1,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,2032,17012,75,2,1,2,2,0,0,0,0,3,0,0
8,0,6000,4,2,1,1,2,7,2,6,3,2,2,2,2,2,0,1,0,1,1,1,1,3,3,6,0,2,2,0,31400,13,1,2,2,2,1,1,0,0,0,0,0
2,0,9000,4,3,1,1,2,8,2,5,3,1,0,2,2,2,0,2,1,2,0,2,0,4,0,4,0,3,2,3205,28005,17,1,2,2,2,3,1,9,1,3,0,0
2,0,8000,4,2,1,1,2,1,1,1,3,1,0,2,2,1,0,1,0,2,0,2,0,2,0,2,0,2,1,2220,53810,17,1,2,2,2,3,1,1,1,3,0,0
5,0,29000,4,2,1,2,1,5,1,3,3,1,0,2,2,1,2,2,2,1,1,2,0,2,2,4,0,2,0,24428,248856,43,2,1,2,1,3,1,3,2,3,3,2
5,0,10000,4,2,1,2,2,5,1,1,3,1,0,2,2,1,1,2,1,2,0,2,0,1,0,1,0,0,0,10000,32288,36,2,1,2,2,3,2,3,2,3,3,2
2,0,15000,3,2,1,1,2,3,1,1,3,1,0,2,2,1,1,1,1,2,0,2,0,3,1,4,0,2,1,4524,84588,16,2,1,2,1,2,2,0,0,3,0,0
5,0,13000,4,2,1,1,2,7,1,3,3,1,0,1,2,1,3,1,1,1,1,2,0,3,1,4,0,2,2,1963,60852,37,2,2,2,2,3,1,2,1,3,0,0
2,0,10000,2,1,1,1,2,12,2,5,3,1,0,2,2,1,1,2,1,1,1,1,1,2,1,3,0,1,1,10910,27865,27,2,1,2,2,3,1,1,1,2,0,0
10,0,10000,3,3,1,1,2,1,2,6,3,1,1,2,2,2,0,0,0,1,1,1,1,6,3,9,0,6,3,16100,68924,0,1,2,2,2,0,0,0,0,0,0,0
8,0,12000,5,3,1,1,2,9,2,5,3,1,1,2,2,1,2,2,3,1,1,2,0,3,1,4,0,2,1,10186.5,118961.5,34,2,1,2,2,0,0,0,0,3,0,0
8,0,0,6,3,3,1,2,7,2,5,3,2,1,2,2,2,1,2,0,1,1,2,0,2,0,2,0,2,2,1955,22955,62,1,2,2,2,3,1,0,0,3,0,0
2,0,0,3,2,1,1,2,9,2,5,3,1,0,2,2,2,0,1,0,1,1,1,1,5,1,6,0,4,2,9800,44475,57,1,2,2,2,0,0,0,0,3,0,0
8,0,5000,3,2,1,1,2,1,1,1,3,1,0,2,2,1,0,0,0,2,0,2,0,3,0,3,0,1,2,4360,27103,50,2,2,2,2,0,0,0,0,3,0,0
2,0,4000,3,1,1,1,2,8,1,5,5,2,0,2,2,2,0,2,0,2,0,2,0,1,0,1,0,0,1,2032,17608.6,80,2,1,2,2,0,0,0,0,0,0,0
4,0,12000,3,2,1,1,2,11,1,3,3,1,0,2,2,1,0,2,0,2,0,2,0,1,0,1,0,1,1,2017,16417,72,1,2,2,2,0,0,0,0,3,0,0
5,0,28000,6,2,1,2,2,4,1,2,3,1,0,2,2,1,0,2,2,2,0,2,0,2,0,2,0,2,1,17288,81142.6666666667,42,2,1,2,1,3,1,3,1,2,3,3
1,1300,6000,3,2,1,1,2,1,1,1,3,1,0,2,2,2,0,1,0,2,0,1,1,3,2,5,0,4,0,7886,64895,9,2,1,2,1,0,0,0,0,0,0,0
2,0,12000,4,3,1,1,2,2,1,1,3,1,2,2,2,1,0,0,0,2,0,2,0,3,3,6,0,2,1,5912.5,28143,35,1,2,2,2,3,1,0,0,3,0,0
8,0,10000,3,2,1,1,2,8,1,1,3,1,0,2,2,1,0,2,1,2,0,2,0,2,0,2,0,1,2,4242,29242,59,2,1,2,2,3,1,0,0,3,3,3
8,0,10000,3,2,1,1,2,8,1,5,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,2,3920,30020,76,2,1,2,2,0,0,0,0,3,0,0
8,0,3500,2,2,1,1,2,7,2,6,3,2,1,2,2,2,0,1,0,2,0,1,1,2,2,4,0,2,1,8041,26013,26,1,2,2,2,0,0,0,0,3,0,0
8,0,5000,4,3,1,1,2,1,2,5,3,1,0,2,2,2,0,1,0,2,0,2,0,2,3,5,0,2,0,17727,53848,31,2,1,2,2,1,1,0,0,3,0,0
9,0,1e+05,3,2,1,1,2,3,1,3,3,1,0,2,2,1,0,2,1,1,1,2,0,2,1,3,0,2,0,2271,74813,5,2,1,2,1,0,0,0,0,0,0,0
2,0,8000,4,2,1,1,2,11,1,5,3,1,0,2,2,1,0,1,0,2,0,1,2,2,3,5,0,2,1,7804,38570,35,2,1,2,2,0,0,0,0,3,0,0
2,0,15000,2,1,1,1,2,3,1,3,3,1,0,1,2,2,2,2,0,2,0,2,0,2,0,2,0,1,2,4378,41878,78,2,1,2,1,0,0,0,0,3,0,0
2,0,10000,3,2,1,1,2,7,1,5,3,1,2,2,2,1,1,2,1,2,0,2,0,2,0,2,0,2,1,1963,41026,51,2,1,2,2,3,1,2,1,2,0,0
5,0,10000,3,3,1,1,2,3,1,3,3,1,0,2,2,2,0,2,1,2,0,2,0,3,1,4,0,1,1,4394,27591,59,2,2,2,2,3,1,3,1,2,3,3
2,0,8000,4,3,1,1,2,7,2,5,3,1,0,2,2,1,1,1,0,1,1,1,1,4,0,4,3,1,1,8220.66666666667,43247.6666666667,14,2,1,2,2,9,1,0,0,0,0,0
1,1100,8500,4,3,1,1,2,12,1,5,3,1,0,2,2,1,0,0,0,1,1,1,1,2,0,2,0,2,1,2027,46054,22,2,1,2,1,3,1,3,1,3,3,1
5,0,12000,3,2,1,1,2,8,1,5,3,1,0,2,2,1,1,1,0,1,1,2,0,2,2,4,0,3,0,3910,47120,11,2,1,2,2,0,0,0,0,0,0,0
2,0,12000,2,1,1,1,2,3,1,3,3,1,0,2,2,1,0,2,1,2,0,2,0,1,0,1,0,1,1,2214,36214,66,2,1,2,2,0,0,0,0,3,0,0
2,0,0,5,3,2,1,2,7,2,5,3,2,0,2,2,1,1,2,1,1,1,1,1,2,0,2,0,1,0,2027,53094,58,1,2,2,2,3,1,3,1,3,3,3
1,18000,22000,3,2,1,1,2,4,1,1,3,1,0,1,2,1,1,2,3,1,1,2,0,2,0,2,1,1,1,16666.6666666667,109803.333333333,35,2,2,1,2,3,1,3,1,3,3,2
5,0,6000,3,2,1,1,2,10,2,5,3,1,0,2,2,1,0,1,0,2,0,1,2,2,3,5,1,1,0,27507.6666666667,50307.6666666667,3,2,1,2,2,0,0,0,0,0,0,0
2,0,7000,3,2,1,1,2,10,1,5,3,1,0,2,2,1,0,0,0,2,0,1,2,3,1,4,0,3,0,2852,69215,3,2,1,2,1,0,0,0,0,0,0,0
1,8500,12000,4,3,3,2,2,9,1,5,3,1,0,2,2,1,2,0,0,1,1,1,1,3,1,4,0,3,0,0,59951,26,2,1,2,2,3,1,3,1,3,3,3
10,0,11200,4,3,1,1,2,6,2,3,3,1,0,2,2,1,1,2,1,1,1,2,0,1,1,2,0,2,0,657,41059,12,2,2,2,1,9,2,0,0,0,0,0
2,0,15000,4,3,1,1,2,10,1,5,3,1,0,2,2,1,2,2,2,1,1,1,3,3,0,3,0,2,1,4064,76096,52,2,1,2,2,3,1,1,1,2,0,0
5,0,9000,5,2,1,1,2,10,1,4,3,1,0,2,2,2,1,1,0,1,1,1,1,2,2,4,0,2,0,0,50096,32,2,2,2,2,3,1,0,0,2,0,0
8,0,8000,3,2,1,1,2,9,1,1,3,1,1,2,2,2,1,0,0,2,0,1,1,1,0,1,0,0,1,1951,20951,68,2,1,2,2,0,0,0,0,3,0,0
1,1,15000,4,2,1,1,2,11,1,1,3,1,0,2,2,1,2,1,1,1,1,1,1,3,0,3,0,2,2,6096,51096,37,2,2,2,2,0,0,0,0,3,0,0
10,0,10000,4,3,1,1,2,6,1,3,3,1,2,2,2,1,1,1,0,2,0,1,1,4,1,5,0,3,1,0,27960,49,1,2,2,2,3,1,3,1,3,3,3
6,0,10000,1,1,1,0,2,8,0,3,3,2,0,1,2,1,1,2,1,2,0,1,1,2,0,2,0,1,1,7000,42000,36,1,2,2,2,3,1,3,1,3,3,3
2,0,10000,4,3,1,1,2,6,2,3,3,1,0,2,2,1,0,1,0,2,0,2,0,4,2,6,0,3,2,7852,149815,16,2,1,2,2,3,1,1,1,3,0,0
8,0,4000,2,1,1,1,2,11,1,5,3,2,1,2,2,2,0,2,1,2,0,2,0,1,0,1,0,0,0,1955,17455,73,1,2,2,2,0,0,0,0,3,0,0
8,0,4000,1,1,1,1,2,12,2,5,3,2,1,2,2,2,0,1,0,2,0,2,0,1,4,5,0,3,1,19230.5,20630.5,33,1,2,2,2,3,1,0,0,3,0,0
4,0,9000,4,3,1,1,2,2,1,5,3,1,0,2,2,2,0,1,0,2,0,2,0,5,1,6,0,1,3,9152,60440,14,2,1,2,2,1,1,0,0,0,0,0
2,0,8000,8,4,1,1,2,7,1,5,3,1,0,1,2,1,3,1,3,1,1,2,0,3,1,4,0,2,1,4054,98108,10,2,1,2,2,0,0,0,0,0,0,0
2,0,25000,5,3,1,2,1,6,1,5,1,1,0,1,2,1,4,2,4,1,2,2,0,4,0,4,0,2,2,1963,293551,39,2,1,2,1,3,2,3,2,3,3,2
2,0,10000,4,3,1,2,2,6,2,5,3,1,0,2,2,1,0,0,0,1,1,1,1,4,0,4,0,2,2,0,24000,17,2,2,2,2,3,1,0,0,3,1,3
2,0,23000,3,1,1,2,2,4,1,2,2,1,0,2,2,1,1,2,1,1,1,2,0,2,0,2,0,1,1,2288,93576,69,2,1,2,1,3,1,1,1,2,0,0
8,0,10000,4,2,1,1,2,6,2,3,3,1,0,2,2,2,0,0,0,2,0,2,0,3,0,3,0,2,0,2017,70051,46,1,2,2,2,0,0,0,0,3,0,0
2,0,10000,2,1,1,1,2,12,1,6,3,1,0,2,2,1,1,2,0,1,1,2,0,2,0,2,0,1,2,4064,65464,69,1,2,2,2,0,0,0,0,3,0,0
4,0,9000,2,1,1,1,2,9,1,5,3,1,0,2,2,2,0,2,2,1,1,1,1,2,0,2,0,1,1,0,20960,52,2,1,2,2,3,1,1,1,3,0,0
8,0,12000,4,3,1,1,2,2,1,6,3,1,0,1,2,2,1,1,1,1,1,2,0,4,2,6,0,3,0,5985,62174,52,2,1,2,2,0,0,0,0,2,0,0
2,0,12000,5,2,1,2,2,10,2,5,3,1,1,2,2,1,1,2,2,1,1,1,1,2,0,2,0,1,0,22121,47042,46,1,2,2,2,1,1,0,0,3,0,0
2,0,9000,5,4,1,1,2,9,1,5,3,1,0,2,2,2,1,1,0,2,0,2,0,6,1,7,0,4,4,6910.1,54842.1,78,1,2,2,2,0,0,0,0,3,0,0
2,0,30000,5,2,1,2,1,5,1,2,2,1,0,1,2,1,2,2,3,1,2,2,0,3,0,3,0,1,1,12815.6666666667,211824.666666667,27,2,2,1,1,3,2,3,2,3,3,2
2,0,20000,4,2,1,1,2,2,1,1,3,1,0,2,2,1,1,1,1,1,1,2,0,3,0,3,0,1,1,2220,184823,47,2,2,2,2,3,1,0,0,3,0,0
4,0,8000,3,2,1,1,2,1,2,5,3,1,0,2,2,2,0,1,0,2,0,1,1,2,1,3,0,2,1,0,22900,59,1,2,2,2,3,1,0,0,3,0,0
6,0,15000,5,3,1,1,2,10,1,1,1,1,0,1,2,1,2,2,2,2,0,1,1,3,1,4,0,1,0,13920,160867,33,2,1,2,2,3,1,3,1,2,3,3
5,0,5000,2,2,1,1,2,7,1,1,3,1,1,2,2,2,0,1,0,2,0,1,1,3,1,4,0,2,2,0,18500,8,1,2,2,2,0,0,0,0,0,0,0
8,0,15000,4,2,1,1,2,4,1,3,3,1,0,1,2,1,1,1,0,1,1,2,0,2,2,4,0,3,0,4428,85156,50,2,1,2,1,3,1,0,0,2,0,0
6,0,18000,3,2,1,1,2,8,1,1,3,1,0,2,2,1,1,0,0,1,1,2,0,2,1,3,0,1,0,14017,120851,11,2,1,2,2,0,0,0,0,0,0,0
5,0,15000,3,2,1,1,2,3,1,3,3,1,1,2,2,1,0,2,1,2,0,2,0,2,0,2,0,2,1,2288,31576,52,2,1,2,2,3,1,1,1,3,0,0
5,0,3000,2,1,1,1,2,10,1,1,3,1,0,2,2,1,0,1,1,2,0,1,1,1,0,1,0,0,0,4000,18524,22,2,1,2,2,3,1,3,1,3,1,3
8,0,0,4,2,3,1,2,9,2,5,3,1,1,2,2,1,1,0,0,1,1,1,1,2,1,3,0,1,1,4064,47656,13,1,2,2,2,1,1,0,0,0,0,0
2,0,15000,6,3,1,2,2,8,2,5,3,1,0,2,2,1,3,2,2,2,0,1,1,3,0,3,0,2,0,0,40955,41,2,1,2,2,3,1,3,1,3,1,3
5,0,10000,5,1,1,1,2,7,1,6,3,1,0,2,2,1,2,2,2,1,1,2,0,2,0,2,0,1,0,0,52064,40,2,1,2,2,3,1,3,1,2,3,3
5,0,40000,4,2,1,2,2,5,1,1,2,1,0,2,2,1,1,2,2,1,2,2,0,2,1,3,0,2,0,2271,161870.333333333,53,2,1,2,1,3,1,3,1,2,3,2
2,0,15000,3,3,1,1,2,2,1,3,3,1,0,2,2,2,0,1,0,2,0,2,0,4,2,6,0,2,2,10965,74158,10,2,1,2,1,0,0,0,0,0,0,0
2,0,20000,3,2,1,1,2,6,2,3,3,1,0,2,2,1,0,0,0,2,0,2,0,5,1,6,0,3,2,8128,85592,14,2,1,2,2,2,1,0,0,0,0,0
5,0,13000,4,2,1,2,1,7,1,1,3,1,0,2,2,1,3,1,2,1,1,1,2,3,0,3,0,1,2,2027,60054,18,1,2,2,2,3,1,1,1,3,0,0
6,0,15000,4,3,1,2,2,12,2,5,3,1,1,2,2,1,0,2,2,1,2,1,1,2,2,4,0,2,0,4242,142604,4,2,1,2,2,0,0,0,0,0,0,0
5,0,6500,3,2,1,1,2,10,2,5,3,1,2,2,2,1,0,1,0,2,0,2,0,2,2,4,0,2,1,9391,43391,9,2,1,2,2,0,0,0,0,0,0,0
1,5000,12000,4,2,1,1,2,9,1,6,3,1,1,2,2,1,0,0,0,2,0,2,0,2,0,2,0,2,0,0,22700,55,1,2,2,2,3,1,1,1,3,0,0
2,0,35000,5,3,1,2,1,5,1,4,2,1,0,2,2,1,2,2,2,1,1,2,0,3,0,3,0,2,2,27288,129576,60,2,1,2,2,3,1,3,1,3,3,3
4,0,5000,4,3,1,1,2,6,2,5,3,2,0,2,2,2,0,0,0,2,0,2,0,3,2,5,0,4,2,9810.5,42173.5,3,1,2,2,2,0,0,0,0,0,0,0
8,0,3500,2,1,1,1,2,8,2,6,3,1,0,2,2,2,0,0,0,2,0,1,1,2,1,3,0,1,1,1963,40541,22,1,2,2,2,2,1,0,0,3,0,0
5,0,11000,2,1,1,1,2,10,1,1,3,1,0,2,2,2,1,2,1,1,1,1,1,2,0,2,0,1,0,0,104226,32,2,1,2,2,3,1,3,1,3,2,3
2,0,5000,2,2,3,1,2,7,4,5,5,2,1,2,2,2,0,0,0,2,0,1,1,3,0,3,0,0,0,0,30200,61,1,2,2,2,0,0,0,0,3,0,0
8,0,10000,4,2,1,1,2,3,1,3,3,1,0,2,2,1,0,2,1,1,1,2,0,2,0,2,0,0,0,0,52042,56,2,1,2,2,3,1,0,0,3,0,0
2,0,20000,4,2,1,2,1,4,1,1,2,1,0,2,2,1,0,1,0,1,1,2,0,2,0,2,0,2,1,2214,197428,75,2,1,2,1,3,1,3,1,3,3,3
2,0,12000,2,1,1,1,2,4,1,3,3,1,1,2,2,1,1,0,0,2,0,2,0,1,0,1,0,1,1,2118,18118,77,2,1,2,1,1,1,0,0,3,0,0
