"d8_1","d8_2","d8_3","d9","d10","d11","d14","d181","estred13","d16","d260","d20","d21_1","d21_4_1","d21_11","d21_12","d21_13","d21_14_1","d21_15_1","d21_15_4","d21_18","d21_18_1","d21_19","d21_19_1","d23","d24","d25","h171_2","ht2","ht9","YHOG","YSVL","e27","e45_1","e45_2","e45_3","e46","e51_4","e210_1","e51_5","e210_2","e212","e215","e218"
2,0,11500,6,4,1,2,2,4,1,5,3,1,1,2,2,1,1,2,2,1,2,2,0,5,0,5,0,3,2,4386,144965,57,2,1,2,2,3,2,3,2,3,3,2
2,0,10000,4,2,1,1,2,11,1,5,3,2,0,2,2,1,0,0,0,2,0,1,1,4,1,5,0,4,2,5880,37300,2,1,2,2,2,0,0,0,0,0,0,0
2,0,25000,5,4,1,2,2,4,1,2,3,1,0,2,2,1,0,2,3,1,2,2,0,6,0,6,0,2,2,0,157027.333333333,54,2,1,2,1,3,2,3,2,3,3,2
2,0,25000,4,1,1,2,2,5,1,3,3,1,0,2,2,1,0,2,3,1,1,2,0,2,0,2,0,1,2,4428,142428,72,2,1,2,1,3,2,3,1,3,2,3
1,968,10000,4,3,1,1,2,9,1,5,3,1,0,2,2,2,0,0,0,2,0,1,1,2,0,2,0,1,0,0,27400,59,1,2,2,2,0,0,0,0,3,0,0
2,0,18000,4,3,1,1,2,3,1,1,3,1,0,2,2,1,2,2,1,2,0,2,0,3,0,3,2,2,0,13104.3333333333,107926.333333333,62,2,1,2,2,0,0,0,0,3,0,0
8,0,8000,3,2,1,1,2,9,1,6,3,2,1,2,2,2,0,0,0,2,0,2,0,2,3,5,0,3,1,16463,49118,11,1,2,2,2,0,0,0,0,0,0,0
2,0,9000,3,1,1,1,2,7,1,5,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,2,4064,40064,88,2,1,2,2,0,0,0,0,3,0,0
8,0,2000,4,3,1,1,2,1,3,6,3,1,1,2,2,2,0,0,0,2,0,2,0,3,2,5,0,3,1,0,31993,19,2,1,2,2,3,1,0,0,3,0,0
5,0,22000,3,2,1,1,2,4,1,1,3,1,0,2,1,2,2,2,2,2,0,1,1,2,2,4,0,1,0,15642,88019,4,2,2,1,1,0,0,0,0,0,0,0
2,0,25000,5,3,1,1,2,4,1,3,3,1,0,2,2,1,2,2,2,1,1,2,0,3,0,3,1,2,2,92761.3333333333,260363,33,2,1,2,1,3,2,1,1,3,0,0
2,0,7000,4,2,1,1,2,7,1,1,3,1,0,2,2,2,0,1,0,2,0,1,1,4,1,5,0,3,2,8128,49323.5,42,2,2,2,2,2,1,0,0,3,0,0
2,0,20000,4,2,1,1,2,8,1,1,3,1,0,2,2,1,3,2,3,2,0,2,0,2,0,2,0,1,2,4588,32338,75,2,1,2,1,0,0,0,0,3,0,0
2,0,0,5,4,3,2,2,11,3,5,5,1,1,2,2,1,0,1,0,1,1,1,2,3,0,3,0,2,1,1951,37253,47,2,1,2,1,0,0,0,0,3,0,0
2,0,9000,4,2,1,1,2,10,1,5,3,1,0,2,2,1,1,2,1,2,0,1,2,4,0,4,0,3,2,2032,65822,23,1,2,2,2,3,1,3,1,3,3,3
4,0,6000,2,2,1,1,2,1,1,6,3,1,0,2,2,1,0,1,0,2,0,2,0,3,1,4,0,2,1,4428,28442,40,2,1,2,2,3,1,1,1,3,0,0
7,0,12000,2,1,1,1,2,2,1,3,3,1,1,2,2,2,0,2,0,2,0,2,0,1,0,1,0,1,1,4288,16288,74,2,1,2,1,0,0,0,0,3,0,0
2,0,25000,4,1,1,1,2,3,1,3,3,1,0,2,2,1,1,2,1,2,0,2,0,1,0,1,0,0,0,0,35180,34,2,1,2,1,3,2,3,2,3,3,1
2,0,6000,3,2,1,1,2,7,2,5,3,1,0,2,2,2,0,1,0,1,1,1,1,3,1,4,0,3,2,2017,22617,62,1,2,2,2,0,0,0,0,3,0,0
2,0,10000,3,2,1,1,2,4,1,1,3,1,0,2,2,1,1,2,1,2,0,2,0,3,0,3,0,1,1,2180,102060,86,2,1,2,1,3,1,3,1,3,2,3
5,0,700,3,2,1,1,2,9,2,5,3,1,0,2,2,2,0,1,0,2,0,1,1,4,1,5,0,1,2,4321.5,52221.5,15,1,2,2,2,0,0,0,0,1,0,0
5,0,14000,3,2,1,1,2,3,2,1,3,1,0,2,2,2,1,0,0,2,0,2,0,2,0,2,0,1,2,4542,64542,76,2,1,2,1,0,0,0,0,3,0,0
8,0,7000,3,2,1,1,2,9,1,5,3,1,0,2,2,2,1,1,0,1,1,1,1,2,2,4,0,1,1,10383.5,52204.5,26,1,2,2,2,0,0,0,0,3,0,0
5,0,1800,4,3,1,2,2,7,1,5,3,1,0,2,2,2,0,0,0,2,0,2,0,5,0,5,0,4,1,2027,44054,19,1,2,2,2,3,1,1,1,3,0,0
8,0,0,4,3,3,1,2,8,2,5,3,1,0,2,2,2,0,2,2,1,2,1,1,3,0,3,0,2,0,1960,63320,62,1,2,2,2,0,0,0,0,3,0,0
2,0,70000,6,2,1,3,1,5,1,2,2,1,0,2,2,1,0,2,1,1,1,2,0,2,0,2,0,1,2,4440,49944,75,2,1,2,1,3,2,3,2,3,3,3
2,0,20000,3,2,1,1,1,3,1,5,3,1,0,2,2,1,1,0,0,1,1,2,0,3,0,3,0,2,2,4524,45024,88,2,1,2,1,0,0,0,0,3,0,0
8,0,8000,4,3,1,1,2,7,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,3,0,3,0,1,2,6910,44710,58,1,2,2,2,0,0,0,0,3,0,0
1,15000,20000,5,3,1,1,2,5,1,1,3,1,0,2,2,1,2,2,1,2,0,2,0,3,0,3,0,1,2,12042,113313,73,2,1,2,1,3,1,1,1,3,0,0
1,12000,18000,2,1,1,1,2,4,1,1,3,1,1,2,2,1,1,0,0,2,0,2,0,1,0,1,0,1,1,2180,39180,82,2,1,2,1,3,1,3,1,3,3,3
2,0,35000,4,3,1,2,2,5,1,1,3,1,0,2,2,1,2,2,2,1,2,2,0,4,0,4,0,3,0,0,180380,22,2,1,2,1,3,2,3,2,3,2,3
2,0,20000,3,2,1,1,2,8,1,5,3,1,0,2,2,1,3,2,2,1,5,1,3,2,0,2,0,1,0,657,45689,41,2,1,2,1,3,1,3,1,2,3,3
2,0,25000,4,2,1,2,2,5,1,1,3,1,0,2,2,1,1,2,4,2,0,2,0,2,0,2,0,1,0,0,176594.666666667,50,2,1,2,1,3,2,3,2,3,3,2
5,0,12000,1,1,1,1,2,3,1,1,3,1,0,2,2,2,1,2,1,2,0,2,0,1,0,1,0,0,0,0,68180,35,2,1,2,1,3,1,9,1,2,0,0
2,0,8000,5,3,1,1,2,11,1,5,3,1,1,2,2,1,0,1,0,1,1,1,1,2,3,5,0,2,1,7804,38055,8,2,1,2,2,0,0,0,0,0,0,0
8,0,15000,4,2,1,1,2,8,1,1,1,1,1,2,2,1,2,2,1,1,1,2,0,3,0,3,0,1,0,1951,131437,64,2,1,2,2,0,0,0,0,2,0,0
8,0,13000,4,3,1,1,2,8,2,5,3,1,0,2,2,1,1,2,1,1,1,2,0,3,0,3,0,1,1,0,37282,17,2,1,2,2,3,2,3,2,3,3,1
1,1392,8000,4,3,1,1,2,12,1,5,3,1,0,2,2,2,1,1,0,2,0,2,0,1,1,2,0,2,0,6353.5,22353.5,42,1,2,2,2,3,1,0,0,3,0,0
8,0,10000,4,2,1,1,2,7,1,5,3,1,0,2,2,1,0,2,1,2,0,1,1,2,0,2,0,1,1,0,50567,54,2,1,2,2,3,1,3,1,3,2,3
4,0,5000,1,1,1,1,2,1,1,1,3,2,0,2,2,2,1,2,1,2,0,2,0,2,0,2,0,2,2,2993,18956,88,1,2,2,1,0,0,0,0,3,0,0
5,0,27000,3,2,1,1,2,5,1,3,3,1,0,2,1,1,1,2,1,2,0,2,0,2,1,3,0,1,1,4524,66786,4,2,1,2,2,0,0,0,0,0,0,0
8,0,14000,4,2,1,1,2,9,1,2,2,1,0,2,2,2,1,2,1,2,0,2,0,1,0,1,0,0,0,0,38955,59,2,1,2,2,3,1,3,1,3,3,3
5,0,5000,3,1,1,1,2,8,2,5,3,1,0,2,2,2,0,2,1,2,0,2,0,1,0,1,0,0,1,9032,22232,78,2,1,2,2,0,0,0,0,3,0,0
2,0,20000,5,1,1,3,2,5,1,2,2,2,0,2,2,1,3,2,2,1,2,2,0,2,0,2,0,1,1,106138.166666667,221058.166666667,63,2,2,1,1,3,2,3,1,3,3,2
2,0,8000,3,2,1,1,2,10,1,6,3,1,0,2,2,2,0,1,0,2,0,2,0,2,2,4,0,3,1,12461,19704,11,1,2,2,2,0,0,0,0,0,0,0
8,0,7000,4,2,1,1,2,7,1,3,3,1,2,2,2,1,1,2,1,1,1,1,2,2,2,4,0,2,1,6363,82484,34,2,1,2,2,3,1,1,1,2,0,0
10,0,15000,3,2,1,1,2,4,1,1,3,1,0,2,2,1,1,2,1,2,0,2,0,2,1,3,0,1,0,2118,84354,42,2,1,2,1,3,1,3,1,2,3,3
2,0,20000,5,2,1,1,1,4,1,1,3,1,1,1,2,1,2,2,3,2,0,2,0,2,0,2,0,1,0,0,179761.333333333,45,2,1,2,1,3,2,3,2,3,3,2
2,0,10000,2,1,1,1,2,10,2,1,3,1,0,2,2,2,1,0,0,1,1,1,1,2,0,2,0,1,2,10926,41426,62,2,1,2,2,0,0,0,0,3,0,0
4,0,8000,3,2,1,1,2,1,2,3,3,1,0,2,2,2,0,1,1,2,0,2,0,2,2,4,0,2,1,10549.1,59837.1,46,2,1,2,2,9,1,0,0,3,0,0
5,0,22500,4,2,1,1,2,6,2,5,3,1,0,1,2,1,1,2,2,1,1,2,0,2,1,3,0,2,0,2121,208863,4,2,1,2,1,0,0,0,0,0,0,0
2,0,20000,6,4,1,2,1,11,1,5,3,1,0,2,2,1,2,2,3,1,1,1,1,2,1,3,0,2,1,4034,64051,43,1,2,2,2,3,1,2,1,2,0,0
8,0,12000,3,2,1,1,2,10,1,3,3,1,0,2,2,1,1,1,1,1,1,1,1,3,1,4,0,3,1,3926,51957,46,1,2,2,2,3,1,0,0,3,0,0
2,0,40000,6,4,1,1,2,11,2,5,3,1,0,1,1,1,4,2,2,1,1,1,1,3,1,4,0,2,2,18920,110380,49,2,1,2,2,3,1,3,1,3,3,3
5,0,14000,4,3,1,1,2,10,1,5,3,1,0,2,2,1,1,1,1,1,2,2,0,4,0,4,0,3,2,1963,67489,41,2,1,2,2,3,1,1,1,2,0,0
2,0,7000,4,3,1,1,2,7,1,5,3,1,0,2,2,2,1,1,0,2,0,2,0,5,0,5,0,2,3,6081,80081,74,1,2,2,2,0,0,0,0,3,0,0
8,0,8000,4,2,1,1,2,3,1,3,3,1,0,2,2,2,0,0,0,2,0,2,0,2,1,3,0,3,0,2197,112191,51,2,1,2,2,3,1,3,1,3,3,2
4,0,4000,4,2,1,1,2,1,2,1,3,1,0,2,2,1,0,2,2,1,1,2,0,2,0,2,0,2,0,0,59886,29,2,1,2,2,1,1,0,0,3,0,0
2,0,20000,4,3,1,1,2,3,1,1,3,1,0,1,2,1,2,2,1,1,1,2,0,2,2,4,0,2,0,6540,76720,4,2,1,2,1,0,0,0,0,0,0,0
8,0,6000,3,2,1,1,2,11,1,5,3,1,0,2,2,2,0,1,0,1,1,1,1,2,1,3,0,2,0,5526,23126,8,1,2,2,2,0,0,0,0,0,0,0
8,0,0,3,2,3,1,2,10,2,5,3,1,0,2,2,2,0,0,0,1,1,2,0,2,0,2,0,1,0,0,20000,49,2,2,2,2,0,0,0,0,3,0,0
2,0,0,3,2,3,1,2,11,2,5,3,2,0,2,2,2,0,0,0,2,0,1,2,3,0,3,0,1,1,2032,43268,63,2,1,2,2,0,0,0,0,3,0,0
2,0,10000,4,2,1,1,2,7,2,3,3,2,2,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,2032,13032,73,1,2,2,2,0,0,0,0,3,0,0
4,0,10000,8,6,1,2,2,1,1,3,3,1,1,2,2,2,0,1,1,2,0,1,1,3,0,3,0,1,1,0,32000,59,1,2,2,2,0,0,0,0,3,0,0
8,0,8000,4,4,1,1,2,6,2,6,3,2,2,2,2,2,0,1,0,2,0,2,0,7,0,7,0,2,2,2017,65146.5,19,1,2,2,2,9,1,0,0,3,0,0
9,0,10000,3,1,1,1,2,1,1,6,3,2,1,2,2,2,0,1,0,2,0,2,0,1,3,4,0,2,0,12868.5,21690.5,6,1,2,2,2,0,0,0,0,0,0,0
5,0,2000,2,1,1,1,2,3,1,6,3,1,1,2,2,1,0,0,0,1,1,2,0,2,2,4,0,2,1,6567,41056,20,2,1,2,1,3,1,1,1,2,0,0
1,30000,25000,4,2,1,1,2,6,2,1,1,1,0,2,2,1,2,2,1,1,1,2,0,2,2,4,0,1,0,3920,194864,35,2,1,2,1,3,1,3,1,3,3,2
2,0,15000,4,2,1,1,2,11,1,5,3,1,0,2,2,1,1,2,2,1,1,2,0,1,0,1,0,0,0,1963,28763,63,2,1,2,1,0,0,0,0,3,0,0
1,11000,11000,3,2,1,1,2,6,1,3,3,1,0,1,2,1,2,1,0,1,1,1,1,2,2,4,0,3,0,3910,73820,11,2,1,2,2,0,0,0,0,0,0,0
2,0,15000,3,2,1,1,2,8,2,5,3,1,0,2,2,1,2,2,1,1,1,2,0,2,0,2,0,0,2,21985.3333333333,118193.666666667,72,2,1,2,1,0,0,0,0,3,0,0
2,0,9000,3,2,1,1,2,2,1,1,3,1,0,2,2,1,0,0,0,2,0,2,0,2,2,4,0,2,0,4360,47620,4,2,1,2,2,0,0,0,0,0,0,0
2,0,15000,4,3,1,1,2,2,1,5,3,1,0,2,2,1,0,1,1,1,1,2,0,3,2,5,0,3,1,8541.5,46241.5,18,1,2,2,2,3,1,3,1,3,3,1
5,0,16500,3,2,1,1,2,3,1,3,3,1,0,2,2,1,0,2,1,2,0,2,0,2,0,2,0,2,1,2214,64428,17,2,1,2,2,3,2,2,2,3,0,0
2,0,6000,3,1,6,1,2,7,2,6,5,2,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,0,1500,5600,52,2,2,2,2,3,1,1,1,3,0,0
1,8452,15000,5,3,1,1,2,3,1,3,3,1,0,2,2,1,1,2,1,1,1,2,0,3,1,4,1,2,1,112761.333333333,205113.333333333,60,2,1,2,2,3,1,2,1,3,0,0
2,0,18000,4,2,1,1,2,3,1,3,3,1,0,2,2,1,1,2,1,2,0,2,0,2,0,2,0,1,0,5895,62523,58,2,1,2,2,3,2,0,0,3,0,0
4,0,9000,4,3,1,1,1,6,2,1,3,1,1,1,2,2,0,1,0,2,0,2,0,5,6,11,0,5,1,25482,120309,52,1,2,2,2,2,1,0,0,3,0,0
1,1377,5000,6,4,1,1,2,11,1,5,3,1,1,2,2,2,0,1,0,2,0,2,0,6,1,7,0,4,2,6020.5,28766.5,11,1,2,2,2,0,0,0,0,0,0,0
2,0,7000,3,2,1,1,2,12,1,5,3,1,0,2,2,2,1,0,0,2,0,2,0,2,0,2,0,2,1,0,16900,57,1,2,2,2,1,1,0,0,3,0,0
8,0,5000,5,3,1,1,2,9,1,3,3,1,0,2,2,2,0,1,0,2,0,2,0,1,3,4,0,4,0,13964.5,32827.5,31,1,2,2,2,3,1,0,0,3,0,0
1,8000,16000,3,2,1,1,2,9,1,5,3,1,0,2,2,1,1,2,3,1,1,1,1,3,0,3,0,1,0,1951,76402,56,2,1,2,2,3,1,0,0,3,3,3
5,0,7000,4,2,1,1,2,8,2,6,3,1,1,2,2,2,0,1,0,2,0,1,1,1,2,3,0,3,0,5511,35411,29,1,2,2,2,3,1,0,0,3,0,0
2,0,15000,4,3,1,1,2,8,1,6,3,1,0,2,2,1,0,2,3,1,1,2,0,4,0,4,0,3,2,1963,82889,19,2,1,2,2,3,1,3,1,3,3,1
8,0,17000,4,3,1,1,2,3,1,5,3,1,0,2,2,1,0,2,1,1,1,1,1,5,2,7,2,4,0,15467.8333333333,104855.833333333,21,1,2,2,2,2,1,0,0,3,0,0
4,0,5000,2,1,1,1,2,6,3,1,3,1,1,2,2,2,0,2,0,2,0,2,0,2,0,2,0,1,2,4034,31034,63,2,1,2,1,3,1,1,1,2,0,0
2,0,15000,6,2,1,1,2,6,2,5,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,1,2617,49572,87,1,2,2,1,0,0,0,0,3,0,0
8,0,9000,5,3,1,1,2,6,2,1,3,1,1,2,2,1,0,1,0,2,0,2,0,4,1,5,0,4,2,5853,52804,40,1,2,2,2,3,1,3,1,3,1,3
7,0,8000,2,1,1,1,2,6,2,6,3,1,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,1960,12960,73,2,1,2,2,0,0,0,0,3,0,0
8,0,5000,3,2,1,1,2,6,2,6,1,2,2,2,2,1,0,1,0,1,1,2,0,2,3,5,0,2,0,7052,44074,4,1,2,2,2,0,0,0,0,0,0,0
1,7000,15000,2,2,1,1,2,3,1,5,3,1,0,2,2,1,0,2,1,1,1,2,0,2,2,4,0,3,0,4542,84084,32,2,1,2,1,3,1,3,1,3,3,2
1,9000,12000,4,3,3,1,2,9,1,1,3,1,0,2,2,1,2,1,2,2,0,1,3,5,2,7,0,3,0,10428,127828,30,1,2,2,2,3,1,2,1,2,0,0
5,0,25000,5,3,1,2,2,6,2,5,3,1,0,1,1,1,3,2,4,1,1,2,0,4,0,4,0,2,2,8064,123363,20,2,2,2,2,3,1,3,1,3,3,3
2,0,8000,3,2,1,1,2,8,2,5,3,1,2,2,2,1,0,1,0,2,0,2,0,2,0,2,0,2,1,6534,28842,49,2,1,2,2,3,1,0,0,3,0,0
1,9000,15000,5,3,1,2,2,3,1,4,3,1,2,2,2,2,0,2,1,2,0,2,0,3,0,3,0,2,2,4576,66364,68,2,1,2,2,3,1,1,1,3,0,0
1,4800,14000,4,3,1,1,2,3,1,3,3,1,0,2,2,2,1,2,0,2,0,2,0,3,0,3,0,3,1,2197,70791,34,2,1,2,1,3,1,1,1,3,0,0
8,0,10000,4,2,1,1,2,10,1,3,3,1,0,1,2,2,1,0,0,2,0,2,0,1,0,1,0,1,1,1963,13963,72,1,2,2,2,0,0,0,0,3,0,0
5,0,17000,4,3,1,1,2,1,1,3,3,1,0,2,2,2,0,2,1,2,0,2,0,4,1,5,0,4,2,6642,84403.3333333333,37,2,1,2,2,3,1,3,1,2,3,3
2,0,8000,4,3,1,1,2,8,2,1,3,1,0,1,2,1,2,2,1,1,1,1,1,2,0,2,0,1,1,1951,53902,49,2,1,2,2,3,1,1,1,3,0,0
2,0,15000,5,3,1,2,2,4,1,1,3,1,1,2,2,1,2,2,3,1,1,2,0,5,0,5,0,2,2,29000,162100,17,2,2,2,1,3,2,2,2,3,0,0
2,0,15000,3,3,1,1,2,6,2,4,3,1,0,2,2,2,0,1,0,2,0,1,1,3,1,4,0,2,1,1963,34126,58,2,1,2,2,0,0,0,0,3,0,0
2,0,5000,4,2,1,1,2,10,2,5,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,2,3910,38910,73,2,1,2,2,0,0,0,0,3,0,0
2,0,20000,5,3,1,1,2,5,1,1,3,1,0,1,1,1,3,2,1,2,0,2,0,3,0,3,0,2,2,4394,183434,80,2,1,2,1,3,1,3,1,3,2,3
6,0,8000,4,3,1,1,2,12,2,5,3,1,0,1,2,2,2,2,1,1,1,2,0,2,1,3,0,2,0,2121,120763,38,2,2,2,2,3,1,3,1,3,3,2
5,0,18500,3,2,1,1,2,4,1,1,3,1,0,2,2,1,1,2,1,1,1,2,0,2,2,4,0,1,0,4542,66084,33,2,1,2,1,3,1,3,1,3,3,2
2,0,1500,4,3,1,1,2,6,2,1,3,1,0,1,1,1,2,2,3,1,2,2,0,3,0,3,0,1,2,3902,202839.666666667,70,2,1,2,2,3,1,3,1,3,3,2
2,0,10000,3,2,1,1,2,10,2,5,3,1,1,2,2,2,0,2,1,2,0,1,1,2,0,2,0,1,2,3926,18926,65,1,2,2,2,3,1,0,0,3,0,0
2,0,14000,4,3,1,1,2,6,2,5,3,1,0,2,2,2,1,0,0,1,1,1,2,4,1,5,0,1,0,3526,108374,27,2,1,2,1,2,1,0,0,3,0,0
2,0,54000,5,1,1,3,1,5,1,2,2,1,0,2,1,1,0,2,1,1,1,2,0,2,0,2,0,1,2,39394,219994,76,2,2,1,1,3,2,3,2,3,3,2
8,0,5000,5,3,1,1,2,9,1,5,3,1,1,2,2,1,2,1,1,1,1,1,2,3,2,5,0,2,0,8223.5,61076.5,8,2,1,2,2,0,0,0,0,0,0,0
2,0,15000,3,2,1,1,2,1,1,3,3,1,1,2,2,1,0,0,0,2,0,2,0,2,0,2,0,1,2,4440,40140,84,2,1,2,1,0,0,0,0,3,0,0
4,0,5000,1,1,1,0,2,2,0,1,3,2,0,2,2,2,0,0,0,2,0,2,0,1,2,3,0,1,0,5723,14833,0,1,2,2,2,0,0,0,0,0,0,0
5,0,14800,3,2,1,1,2,2,1,1,3,1,0,2,2,1,1,1,1,2,0,2,0,3,2,5,0,1,1,6540,55540,42,2,2,2,2,3,1,3,1,2,3,3
8,0,9000,2,2,1,1,2,9,1,5,3,1,1,2,2,2,0,1,0,2,0,1,1,3,1,4,0,3,1,2713,55753,12,1,2,2,2,0,0,0,0,0,0,0
4,0,5000,2,1,1,1,2,1,1,1,1,2,1,2,2,1,0,0,0,2,0,1,1,2,1,3,0,1,1,8913,23793,19,1,2,2,2,9,1,0,0,3,0,0
8,0,5000,2,1,1,1,2,3,2,5,3,1,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,0,3000,8280,58,1,2,2,2,3,1,0,0,3,0,0
8,0,8000,2,1,1,1,2,1,1,3,3,1,0,2,2,2,0,0,0,2,0,2,0,2,1,3,0,2,1,5524,29526,26,2,1,2,2,3,1,0,0,3,0,0
2,0,35000,4,3,1,1,2,3,1,6,3,1,0,2,2,1,0,0,0,2,0,2,0,3,2,5,0,4,1,6660,100824,11,2,1,2,2,0,0,0,0,0,0,0
2,0,15000,5,3,1,1,2,6,2,3,3,1,0,2,2,1,0,0,0,2,0,1,1,4,0,4,0,2,3,5889,71889,50,2,2,2,2,0,0,0,0,3,0,0
2,0,12000,5,2,1,1,1,8,1,1,3,1,1,2,1,1,3,2,1,1,1,2,0,2,0,2,0,1,2,10034,81034,75,2,1,2,1,3,1,0,0,2,0,0
5,0,15000,3,2,1,1,2,3,1,1,3,1,0,1,2,1,1,2,1,1,1,2,0,2,1,3,0,2,0,16378,68567,40,2,1,2,1,3,1,2,1,2,0,0
4,0,10000,4,3,1,2,2,1,2,5,3,1,2,2,2,2,0,0,0,2,0,2,0,5,1,6,0,4,1,2271,82184,42,1,2,2,2,3,1,0,0,3,0,0
5,0,8000,3,2,1,1,2,9,2,1,3,1,0,2,2,1,2,2,1,1,1,2,0,1,0,1,0,0,1,1951,29951,73,2,1,2,2,3,1,1,1,2,0,0
2,0,5000,1,1,1,0,2,10,0,6,3,2,1,2,2,2,0,0,0,1,1,2,0,1,0,1,0,0,0,0,30000,56,1,2,2,2,0,0,0,0,3,0,0
5,0,37851,4,3,1,2,2,8,1,1,3,1,0,1,2,1,1,2,1,1,1,2,0,2,2,4,0,3,0,41777,134261,8,2,1,2,2,0,0,0,0,0,0,0
4,0,7000,3,2,1,1,2,1,1,3,3,1,0,2,2,2,0,1,0,2,0,2,0,2,1,3,0,2,0,4321.5,51592.5,23,1,2,2,2,3,1,0,0,3,0,0
2,0,10000,5,2,1,1,2,7,1,1,3,2,0,1,2,1,2,1,1,2,0,1,2,4,1,5,0,1,2,5889,85852,14,2,1,2,2,2,1,0,0,0,0,0
8,0,11000,4,3,1,1,2,8,1,3,3,1,0,2,2,1,1,1,0,1,1,1,1,4,1,5,0,4,2,7681,49708,13,2,1,2,2,9,1,0,0,0,0,0
2,0,20000,4,3,1,1,2,4,1,4,3,1,0,2,2,1,1,2,2,1,1,2,0,4,0,4,0,2,2,4386,170920,69,2,1,2,1,0,0,0,0,2,0,0
2,0,15000,5,3,1,2,2,10,1,5,3,1,0,2,2,1,3,2,4,1,1,1,2,3,1,4,0,2,0,19747.5,92081.5,26,2,1,2,2,3,1,2,1,3,0,0
2,0,6500,4,3,1,1,2,9,1,5,3,1,1,2,2,2,0,0,0,1,1,2,0,1,0,1,0,0,0,2027,41527,63,2,1,2,2,0,0,0,0,3,0,0
2,0,12000,5,2,1,1,2,10,1,1,3,1,0,2,2,1,3,2,3,1,1,1,2,3,0,3,0,2,1,0,161342.666666667,57,2,1,2,2,3,1,0,0,3,0,0
4,0,7000,5,3,1,1,2,1,2,1,3,1,0,2,2,2,0,1,0,1,1,2,0,6,1,7,0,2,4,11486.5,68593.5,36,2,1,2,2,3,1,0,0,2,0,0
2,0,0,4,2,3,1,2,11,2,5,3,1,0,2,2,1,0,0,0,1,1,1,1,3,1,4,0,3,2,8223.5,36294.5,5,2,1,2,2,0,0,0,0,0,0,0
5,0,3000,4,3,1,1,2,11,2,5,3,1,0,2,2,1,0,1,0,1,1,1,1,3,3,6,0,2,2,5410.5,69373.5,40,2,2,2,2,3,1,0,0,3,0,0
4,0,8000,2,1,1,1,2,11,2,5,3,1,0,2,2,1,2,2,1,2,0,1,1,2,0,2,0,1,1,2032,27064,61,2,2,2,2,3,1,0,0,3,0,0
1,7000,14000,3,2,1,1,2,6,1,3,3,1,0,2,2,2,1,0,0,1,1,2,0,2,0,2,0,1,1,2027,75054,59,2,1,2,2,3,1,3,1,3,3,3
5,0,19000,3,2,1,1,1,4,1,3,3,1,0,2,2,1,0,2,2,2,0,2,0,2,1,3,0,1,0,2189,138740.333333333,37,2,1,2,1,3,1,3,1,3,3,2
5,0,6500,6,4,1,2,2,4,1,1,3,1,0,2,2,1,1,2,2,1,1,2,0,3,1,4,0,2,1,2271,100396,47,2,2,2,2,3,1,3,1,3,3,2
1,1407,3500,3,2,3,1,2,9,1,5,3,1,0,2,2,2,0,1,0,2,0,2,0,2,2,4,0,4,0,8247.5,50410.5,2,1,2,2,2,0,0,0,0,0,0,0
10,0,16000,4,3,1,1,2,3,1,6,3,1,0,2,2,1,1,2,1,2,0,2,0,3,0,3,0,2,1,0,105603,58,2,1,2,2,0,0,0,0,3,0,0
1,27300,20000,6,3,1,2,1,8,1,1,3,1,0,2,2,1,2,2,1,1,1,1,1,2,1,3,0,1,0,8186.1,124323.433333333,41,2,1,2,2,3,1,3,1,3,3,2
5,0,10000,4,1,1,1,2,7,1,5,3,1,0,2,2,2,1,2,1,1,1,2,0,1,0,1,0,0,0,0,84532,66,1,2,2,1,3,2,3,1,3,3,2
2,0,8000,2,1,1,1,2,1,2,6,3,2,0,2,2,2,0,1,1,2,0,2,0,4,0,4,0,2,3,0,41000,51,1,2,2,2,3,1,3,1,3,3,3
8,0,0,3,2,3,1,2,8,2,5,3,1,1,2,2,1,0,1,0,1,1,1,1,2,1,3,0,1,0,4679.5,42921.5,4,2,1,2,1,0,0,0,0,0,0,0
8,0,6000,3,2,1,1,2,8,2,6,3,2,1,2,2,2,0,0,0,2,0,2,0,1,4,5,0,3,0,22578,38278,24,1,2,2,2,1,1,0,0,3,0,0
2,0,15000,4,3,1,2,2,8,1,5,3,1,0,2,2,1,0,0,0,1,3,1,3,3,0,3,0,1,0,0,106865,57,2,1,2,2,3,1,2,1,2,0,0
2,0,9000,4,3,1,2,2,10,2,5,3,1,0,1,2,1,1,1,2,1,1,1,1,3,3,6,0,3,1,7804,61986,4,2,1,2,2,0,0,0,0,0,0,0
8,0,15000,4,2,1,1,1,12,1,3,3,1,2,2,2,1,1,2,1,1,1,2,0,2,0,2,0,1,2,3910,68910,74,2,1,2,2,3,1,3,1,3,3,3
2,0,11000,3,2,1,1,2,2,2,5,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,0,0,39542,42,2,1,2,1,0,0,0,0,3,0,0
